county,income,population,households,date,case_sum,death_sum,apple_avg,retail_avg,grocery_avg,parks_avg,transit_avg,work_avg,res_avg,cases,deaths
JeffersonAL,45429,658552,259634,2/26/20,0,0,111.4042857,-0.857142857,-2,10.57142857,-0.714285714,-1.857142857,1.428571429,0,0
JeffersonAL,45429,658552,259634,2/27/20,0,0,112.1471429,-1,-1.857142857,5.285714286,-0.571428571,-1.285714286,1.285714286,0,0
JeffersonAL,45429,658552,259634,2/28/20,0,0,111.0371429,-1.571428571,-1.714285714,3.428571429,0.428571429,-1.285714286,1.285714286,0,0
JeffersonAL,45429,658552,259634,2/29/20,0,0,112.1614286,-2.857142857,-2.428571429,-4.571428571,-0.142857143,0.571428571,1,0,0
JeffersonAL,45429,658552,259634,3/1/20,0,0,112.95,-0.857142857,-0.857142857,2.142857143,0.714285714,1.142857143,0.571428571,0,0
JeffersonAL,45429,658552,259634,3/2/20,0,0,113.2071429,0.571428571,-0.428571429,2.285714286,1.285714286,1.142857143,0.428571429,0,0
JeffersonAL,45429,658552,259634,3/3/20,0,0,114.1557143,3.142857143,1.285714286,9,2.428571429,1.571428571,-0.142857143,0,0
JeffersonAL,45429,658552,259634,3/4/20,0,0,114.8428571,4.571428571,2.142857143,10.28571429,3,1.571428571,-0.428571429,0,0
JeffersonAL,45429,658552,259634,3/5/20,0,0,115.8128571,6.142857143,3.142857143,13.14285714,3.428571429,1.714285714,-0.714285714,0,0
JeffersonAL,45429,658552,259634,3/6/20,0,0,116.7357143,8.142857143,4.571428571,18.57142857,3.714285714,2.142857143,-1,0,0
JeffersonAL,45429,658552,259634,3/7/20,0,0,115.6285714,9.571428571,5.857142857,19.28571429,4.142857143,2.285714286,-1.142857143,0,0
JeffersonAL,45429,658552,259634,3/8/20,0,0,115.57,11.57142857,7.857142857,25.71428571,3.428571429,2.142857143,-1.285714286,0,0
JeffersonAL,45429,658552,259634,3/9/20,0,0,115.2714286,10.42857143,7,22.14285714,2.285714286,2,-1,0,0
JeffersonAL,45429,658552,259634,3/10/20,0,0,115.7185714,9.428571429,7,17.57142857,1.285714286,1.857142857,-0.714285714,0,0
JeffersonAL,45429,658552,259634,3/11/20,0,0,116.4842857,9.285714286,7,19,0.714285714,2,-0.714285714,0,0
JeffersonAL,45429,658552,259634,3/12/20,0,0,118.1185714,9.142857143,6.857142857,22.28571429,1,1.857142857,-0.714285714,0,0
JeffersonAL,45429,658552,259634,3/13/20,0,0,119.12,8.714285714,6.428571429,25.42857143,1.714285714,1.714285714,-0.571428571,1,0
JeffersonAL,45429,658552,259634,3/14/20,0,0,119.9457143,9.428571429,7.285714286,37.57142857,2,1.857142857,-0.857142857,4,0
JeffersonAL,45429,658552,259634,3/15/20,0,0,120.2342857,7.571428571,6.142857143,30,1.714285714,1.571428571,-0.571428571,7,0
JeffersonAL,45429,658552,259634,3/16/20,0,0,120.3228571,8,7,35.57142857,2,1.571428571,-0.714285714,5,0
JeffersonAL,45429,658552,259634,3/17/20,0,0,119.3357143,8.571428571,9.714285714,45.71428571,2,1.571428571,-1,4,0
JeffersonAL,45429,658552,259634,3/18/20,1,0,115.8228571,7.285714286,14.14285714,41.28571429,0.857142857,1,-0.571428571,4,0
JeffersonAL,45429,658552,259634,3/19/20,5,0,111.2685714,5,17,38.85714286,0.142857143,0.571428571,-0.142857143,9,0
JeffersonAL,45429,658552,259634,3/20/20,12,0,107.6957143,1.428571429,18.28571429,27.28571429,-3.142857143,-0.571428571,0.571428571,16,0
JeffersonAL,45429,658552,259634,3/21/20,17,0,104.3585714,-1,20.85714286,22.57142857,-4.714285714,-3,1.571428571,11,0
JeffersonAL,45429,658552,259634,3/22/20,21,0,99.53285714,-5,22.42857143,25.28571429,-6.571428571,-6.571428571,3,10,0
JeffersonAL,45429,658552,259634,3/23/20,25,0,94.47857143,-9.428571429,23.42857143,30.42857143,-8.571428571,-11,4.571428571,15,0
JeffersonAL,45429,658552,259634,3/24/20,34,0,88.06857143,-14.57142857,22.14285714,26.57142857,-11.57142857,-15.85714286,6.571428571,5,0
JeffersonAL,45429,658552,259634,3/25/20,49,0,81.23428571,-19.57142857,18.42857143,28,-14.85714286,-20.71428571,8.714285714,38,0
JeffersonAL,45429,658552,259634,3/26/20,56,0,73.84,-25.42857143,14.71428571,17.14285714,-19.42857143,-24.42857143,10.28571429,40,0
JeffersonAL,45429,658552,259634,3/27/20,59,0,69.87857143,-30.14285714,11.14285714,18.28571429,-23.14285714,-28.28571429,11.28571429,10,0
JeffersonAL,45429,658552,259634,3/28/20,69,0,65.55,-35.14285714,5.571428571,8.571428571,-27.14285714,-32,13.14285714,35,0
JeffersonAL,45429,658552,259634,3/29/20,70,0,62.89428571,-37.57142857,2.571428571,5.571428571,-29.71428571,-34.57142857,14.14285714,32,0
JeffersonAL,45429,658552,259634,3/30/20,104,0,60.96571429,-39.57142857,0,4.285714286,-31.85714286,-36.42857143,15,11,0
JeffersonAL,45429,658552,259634,3/31/20,135,0,59.87857143,-41.28571429,-3.285714286,4.857142857,-33.14285714,-38,15.71428571,25,0
JeffersonAL,45429,658552,259634,4/1/20,129,0,58.81571429,-42.28571429,-5.714285714,8.142857143,-34.14285714,-39.28571429,16.14285714,23,0
JeffersonAL,45429,658552,259634,4/2/20,153,0,58.25571429,-42.57142857,-7,10,-34.71428571,-40.14285714,16.14285714,27,0
JeffersonAL,45429,658552,259634,4/3/20,175,0,58.46571429,-42.42857143,-7.714285714,13,-35.57142857,-40.42857143,16.14285714,37,0
JeffersonAL,45429,658552,259634,4/4/20,171,0,59.28142857,-41.71428571,-7.571428571,22.57142857,-35.28571429,-40.71428571,15.85714286,7,0
JeffersonAL,45429,658552,259634,4/5/20,191,0,59.15428571,-42,-8.857142857,17.28571429,-36,-41.14285714,16.28571429,42,4
JeffersonAL,45429,658552,259634,4/6/20,176,0,59.49,-41,-7.142857143,17.28571429,-35.85714286,-41.42857143,16.28571429,20,1
JeffersonAL,45429,658552,259634,4/7/20,163,0,59.55857143,-40.57142857,-6,16.57142857,-36,-41.57142857,16.42857143,23,0
JeffersonAL,45429,658552,259634,4/8/20,190,0,59.94,-39.71428571,-3.428571429,15.71428571,-35.85714286,-41.57142857,16.28571429,31,1
JeffersonAL,45429,658552,259634,4/9/20,162,0,59.49142857,-39.71428571,-0.428571429,12,-36.28571429,-41.85714286,16.42857143,31,0
JeffersonAL,45429,658552,259634,4/10/20,172,4,58.93428571,-40.85714286,-0.571428571,8.142857143,-36.71428571,-42.71428571,16.71428571,32,2
JeffersonAL,45429,658552,259634,4/11/20,181,5,58.65,-41.57142857,-0.571428571,4.857142857,-36.71428571,-43,17,24,0
JeffersonAL,45429,658552,259634,4/12/20,179,5,58.35857143,-42.28571429,-0.857142857,3.571428571,-37.28571429,-43.28571429,17.14285714,18,0
JeffersonAL,45429,658552,259634,4/13/20,187,6,57.67428571,-43.71428571,-2.857142857,-2,-38.14285714,-43.57142857,17.57142857,20,0
JeffersonAL,45429,658552,259634,4/14/20,191,6,57.67428571,-44.28571429,-3.714285714,-4,-39,-44,17.71428571,3,2
JeffersonAL,45429,658552,259634,4/15/20,186,8,57.53285714,-45,-5.714285714,-7,-40.28571429,-45,18.14285714,8,1
JeffersonAL,45429,658552,259634,4/16/20,203,8,58.39428571,-44.85714286,-7.285714286,-5.428571429,-40.28571429,-45.14285714,18,6,3
JeffersonAL,45429,658552,259634,4/17/20,179,4,56.84857143,-47.14285714,-12.57142857,-12.42857143,-42,-46.28571429,18.28571429,11,0
JeffersonAL,45429,658552,259634,4/18/20,179,3,57.77714286,-46.57142857,-13.14285714,-14.71428571,-42.71428571,-46.28571429,18,28,1
JeffersonAL,45429,658552,259634,4/19/20,159,5,59.43,-45.42857143,-12.71428571,-9.142857143,-42.14285714,-45.85714286,17.57142857,9,0
JeffersonAL,45429,658552,259634,4/20/20,136,5,61.23714286,-43.57142857,-12.14285714,-8.857142857,-42.14285714,-45.42857143,17.14285714,6,0
JeffersonAL,45429,658552,259634,4/21/20,111,8,62.54285714,-42.57142857,-12.14285714,-9.857142857,-41.71428571,-44.85714286,16.85714286,12,1
JeffersonAL,45429,658552,259634,4/22/20,90,6,64.24,-42,-13,-8.142857143,-40.85714286,-43.85714286,16.42857143,44,14
JeffersonAL,45429,658552,259634,4/23/20,94,7,65.84571429,-41.42857143,-14.42857143,-9.428571429,-40.85714286,-43.14285714,16.28571429,34,1
JeffersonAL,45429,658552,259634,4/24/20,85,7,67.52285714,-39.28571429,-11.28571429,-10.28571429,-40.71428571,-42.14285714,16.28571429,19,2
JeffersonAL,45429,658552,259634,4/25/20,71,7,69.29142857,-38.28571429,-10.14285714,21.63823325,-39.85714286,-41.85714286,16.28571429,31,0
JeffersonAL,45429,658552,259634,4/26/20,80,6,70.35428571,-37.28571429,-9.428571429,-10.91760872,-39.42857143,-41.71428571,16.14285714,11,0
JeffersonAL,45429,658552,259634,4/27/20,116,19,71.25857143,-37.85714286,-9.857142857,41.73112475,-38.85714286,-41.71428571,16.28571429,0,3
JeffersonAL,45429,658552,259634,4/28/20,144,17,70.63428571,-38.71428571,-10.85714286,16.95916155,-40,-42,16.71428571,22,5
JeffersonAL,45429,658552,259634,4/29/20,152,19,71.34714286,-38.57142857,-10.85714286,-28.25860304,-40,-41.85714286,16.71428571,20,3
JeffersonAL,45429,658552,259634,4/30/20,155,18,72.21571429,-38.57142857,-11,-9.314348102,-40,-41.71428571,16.71428571,5,2
JeffersonAL,45429,658552,259634,5/1/20,157,18,74.75714286,-36.28571429,-8.142857143,45.12772196,-37.85714286,-40.57142857,16,43,2
JeffersonAL,45429,658552,259634,5/2/20,151,21,74.90285714,-36,-8.714285714,10.62714188,-37.28571429,-40.42857143,15.85714286,17,0
JeffersonAL,45429,658552,259634,5/3/20,161,25,75.39428571,-36,-8.857142857,5.118194949,-36.85714286,-40.28571429,14.85714286,23,0
JeffersonAL,45429,658552,259634,5/4/20,137,14,74.90857143,-35.85714286,-9.142857143,-18.86283616,-37.42857143,-40.28571429,14.85714286,23,0
JeffersonAL,45429,658552,259634,5/5/20,108,15,77.30714286,-34.14285714,-7.857142857,16.95004526,-35.85714286,-39.71428571,14.14285714,28,1
JeffersonAL,45429,658552,259634,5/6/20,132,15,78.94,-32.85714286,-6.571428571,44.60913421,-34.57142857,-39.42857143,13.71428571,28,4
JeffersonAL,45429,658552,259634,5/7/20,118,15,80.09285714,-31.57142857,-5.428571429,23.13206745,-33,-39,13.28571429,17,4
JeffersonAL,45429,658552,259634,5/8/20,130,15,81.12571429,-30.42857143,-4.285714286,11.03868729,-32.57142857,-38.42857143,12.85714286,29,2
JeffersonAL,45429,658552,259634,5/9/20,153,12,82.54428571,-29.42857143,-2.714285714,25.10147294,-32.28571429,-37.85714286,12.42857143,15,1
JeffersonAL,45429,658552,259634,5/10/20,159,8,84.07857143,-28.14285714,-1.428571429,54.57571633,-31.71428571,-37.42857143,13,12,0
JeffersonAL,45429,658552,259634,5/11/20,167,9,86.73142857,-26.57142857,0.142857143,35.04564326,-30,-36.71428571,12.42857143,10,1
JeffersonAL,45429,658552,259634,5/12/20,179,11,88.02714286,-26.14285714,0.857142857,22.88631223,-29.28571429,-36.42857143,12.14285714,26,3
JeffersonAL,45429,658552,259634,5/13/20,165,11,88.24,-27,0.285714286,43.67702415,-29.57142857,-36.28571429,12.57142857,42,0
JeffersonAL,45429,658552,259634,5/14/20,163,12,90.08857143,-26.28571429,2.714285714,34.1671935,-27.71428571,-36.14285714,12.42857143,38,5
JeffersonAL,45429,658552,259634,5/15/20,152,12,90.38285714,-26.42857143,3.857142857,4.428571429,-26.14285714,-35.85714286,12.14285714,37,4
JeffersonAL,45429,658552,259634,5/16/20,139,13,94.18082078,-26.28571429,2.857142857,6,-25.14285714,-35.71428571,12.14285714,25,0
JeffersonAL,45429,658552,259634,5/17/20,137,15,97.62878442,-26,2.142857143,14.54585898,-24.28571429,-35.14285714,12,34,1
JeffersonAL,45429,658552,259634,5/18/20,151,11,99.27735584,-25.28571429,2,25.68768887,-23.85714286,-34.85714286,11.85714286,22,0
JeffersonAL,45429,658552,259634,5/19/20,172,12,101.2916416,-24.42857143,1.857142857,4.667881067,-23.85714286,-34.42857143,11.71428571,12,4
JeffersonAL,45429,658552,259634,5/20/20,180,14,104.4416416,-23,1.857142857,37.30910297,-23.42857143,-34,11,66,5
JeffersonAL,45429,658552,259634,5/21/20,190,13,106.0887844,-23,-0.428571429,11.37108913,-24.71428571,-33.57142857,10.85714286,36,2
JeffersonAL,45429,658552,259634,5/22/20,212,14,107.5987844,-22.71428571,-2.428571429,45.42815475,-25.71428571,-33.28571429,11.28571429,29,3
JeffersonAL,45429,658552,259634,5/23/20,224,13,106.4093922,-22.14285714,-2,54.10395303,-26.42857143,-33,11.28571429,78,0
JeffersonAL,45429,658552,259634,5/24/20,210,14,106.3042857,-21.42857143,-1.714285714,13.36766227,-27,-32.85714286,11.14285714,38,0
JeffersonAL,45429,658552,259634,5/25/20,234,19,107.9457143,-20.71428571,-1.285714286,60.72001494,-27.14285714,-32.57142857,11,16,3
JeffersonAL,45429,658552,259634,5/26/20,232,16,109.7528571,-20.14285714,-0.857142857,76.80075904,-26.28571429,-32.42857143,10.85714286,15,5
JeffersonAL,45429,658552,259634,5/27/20,224,15,110.7814286,-20,-0.428571429,26.37886816,-26.14285714,-32.28571429,10.85714286,28,1
JeffersonAL,45429,658552,259634,5/28/20,277,15,110.9314286,-20,0,83.14059058,-26.14285714,-32,10.85714286,42,5
JeffersonAL,45429,658552,259634,5/29/20,281,14,111.7642857,-19.42857143,1.428571429,48.92257258,-25.71428571,-32,10.42857143,29,0
JeffersonAL,45429,658552,259634,5/30/20,275,17,109.0785714,-21.71428571,0.428571429,72.02516038,-27.57142857,-36.57142857,11.28571429,36,0
JeffersonAL,45429,658552,259634,5/31/20,278,18,107.8242857,-23.14285714,-0.714285714,32.85524402,-27.85714286,-36.85714286,11.57142857,46,0
JeffersonAL,45429,658552,259634,6/1/20,240,14,106.9985714,-24.42857143,-2,24.5570805,-28,-36.85714286,11.85714286,33,1
JeffersonAL,45429,658552,259634,6/2/20,246,17,107.3314286,-24.42857143,-2.142857143,34.80287416,-28,-36.57142857,11.85714286,17,0
JeffersonAL,45429,658552,259634,6/3/20,246,14,108.1657143,-24,-2.285714286,39.69220484,-27.71428571,-36.14285714,11.71428571,8,0
JeffersonAL,45429,658552,259634,6/4/20,204,14,110.7157143,-23.28571429,-2.714285714,62.50010867,-26.71428571,-35.14285714,11.57142857,17,1
JeffersonAL,45429,658552,259634,6/5/20,212,14,112.7357143,-22.57142857,-3.285714286,67.34659914,-26.14285714,-34.14285714,11.57142857,26,1
JeffersonAL,45429,658552,259634,6/6/20,229,12,115.4985714,-20.28571429,-2.142857143,58.2999531,-23.71428571,-29.42857143,10.57142857,53,0
JeffersonAL,45429,658552,259634,6/7/20,231,7,116.0114286,-19.28571429,-0.857142857,67.64590333,-23.28571429,-29,10.28571429,59,1
JeffersonAL,45429,658552,259634,6/8/20,211,6,116.2071429,-18.57142857,0.285714286,30.88743484,-23.14285714,-28.85714286,10,39,3
JeffersonAL,45429,658552,259634,6/9/20,186,2,115.0628571,-19.14285714,0.428571429,61.85676741,-23.28571429,-28.85714286,10,53,1
JeffersonAL,45429,658552,259634,6/10/20,183,3,114.2485714,-19.71428571,0.285714286,67.72513484,-23.42857143,-28.85714286,10.14285714,56,2
JeffersonAL,45429,658552,259634,6/11/20,200,3,114.1371429,-19.85714286,0.571428571,56.38486446,-24.28571429,-29.14285714,10.14285714,63,4
JeffersonAL,45429,658552,259634,6/12/20,213,4,113.2271429,-20,0.428571429,20.87808491,-24.28571429,-29.28571429,10.14285714,89,1
JeffersonAL,45429,658552,259634,6/13/20,219,6,113.6642857,-20.42857143,-0.428571429,9.925133927,-24.85714286,-29.14285714,10.14285714,71,0
JeffersonAL,45429,658552,259634,6/14/20,255,7,114.55,-20.28571429,-1,85.47034185,-24.71428571,-29,10,65,0
JeffersonAL,45429,658552,259634,6/15/20,303,9,116.5628571,-19.57142857,-1.285714286,15.45838714,-24.28571429,-28.71428571,9.714285714,96,1
JeffersonAL,45429,658552,259634,6/16/20,349,12,118.7385714,-18.57142857,-1.714285714,3.634982487,-23.71428571,-28.42857143,9.428571429,65,1
JeffersonAL,45429,658552,259634,6/17/20,412,12,121.0314286,-17.71428571,-1.714285714,54.52092491,-22.85714286,-28.28571429,8.857142857,51,2
JeffersonAL,45429,658552,259634,6/18/20,430,12,123.3057143,-17.28571429,-2.142857143,47.38714897,-21.71428571,-27.85714286,8.571428571,62,3
JeffersonAL,45429,658552,259634,6/19/20,436,11,124.9157143,-16.85714286,-2.428571429,61.65951844,-20.85714286,-27.42857143,8.428571429,86,0
JeffersonAL,45429,658552,259634,6/20/20,493,9,127.1014286,-15.57142857,-1.714285714,26.42052753,-20,-27.28571429,8,68,2
JeffersonAL,45429,658552,259634,6/21/20,505,9,128.9957143,-14.85714286,-1.285714286,71.48335255,-19.57142857,-27.28571429,7.857142857,84,0
JeffersonAL,45429,658552,259634,6/22/20,500,9,129.61,-14.71428571,-1.142857143,67.05684822,-19.42857143,-27.28571429,7.714285714,82,0
JeffersonAL,45429,658552,259634,6/23/20,499,8,130.0485714,-14.71428571,-1,86.9668537,-19.42857143,-27.42857143,7.714285714,75,1
JeffersonAL,45429,658552,259634,6/24/20,496,7,132.47,-14.42857143,-0.571428571,29.25583465,-19.14285714,-27.57142857,7.571428571,88,3
JeffersonAL,45429,658552,259634,6/25/20,493,9,135.1885714,-13.85714286,0.571428571,105.7157369,-18.85714286,-27.71428571,7.428571429,146,1
JeffersonAL,45429,658552,259634,6/26/20,512,9,134.8971429,-14.42857143,0.714285714,64.73825065,-18.85714286,-28,7.285714286,150,0
JeffersonAL,45429,658552,259634,6/27/20,498,8,134.62,-15.14285714,-0.142857143,64.33575181,-18.85714286,-28.28571429,7.571428571,123,4
JeffersonAL,45429,658552,259634,6/28/20,508,8,134.4014286,-16,-1.142857143,85.78732934,-19.14285714,-28.57142857,7.857142857,78,0
JeffersonAL,45429,658552,259634,6/29/20,545,9,134.7914286,-16.57142857,-1.857142857,21.70292895,-18.57142857,-28.85714286,8.142857143,370,1
JeffersonAL,45429,658552,259634,6/30/20,629,7,134.9785714,-17.14285714,-2.428571429,46.04999262,-19,-29,8.285714286,159,6
JeffersonAL,45429,658552,259634,7/1/20,693,7,133.9528571,-17.71428571,-3.285714286,35.02597945,-19.71428571,-29.14285714,8.571428571,178,2
JeffersonAL,45429,658552,259634,7/2/20,748,9,132.9514286,-18.57142857,-4.714285714,6.207032734,-19.85714286,-29.42857143,8.857142857,145,1
JeffersonAL,45429,658552,259634,7/3/20,742,9,134.3728571,-18.28571429,-5.142857143,77.47291331,-20.14285714,-29.14285714,9,272,9
JeffersonAL,45429,658552,259634,7/4/20,1030,10,134.85,-17.85714286,-4.571428571,54.23200713,-19.42857143,-29,8.857142857,142,0
JeffersonAL,45429,658552,259634,7/5/20,1114,15,135.37,-17,-3.857142857,49.27476814,-18.71428571,-28.85714286,8.571428571,277,0
JeffersonAL,45429,658552,259634,7/6/20,1204,14,134.6614286,-16.28571429,-2.857142857,43.30420978,-18.85714286,-29,8.428571429,189,0
JeffersonAL,45429,658552,259634,7/7/20,1203,14,135.7457143,-14.57142857,-0.571428571,86.52871647,-17.71428571,-29.42857143,8.142857143,77,3
JeffersonAL,45429,658552,259634,7/8/20,1325,23,133.1385714,-14.14285714,2,50.58440624,-18,-32.57142857,8.714285714,203,6
JeffersonAL,45429,658552,259634,7/9/20,1344,19,125.99,-17.71428571,0.428571429,9.411931051,-21.14285714,-35.14285714,9,351,1
JeffersonAL,45429,658552,259634,7/10/20,1543,19,123.5671429,-19.14285714,-0.714285714,19.8086918,-21.42857143,-36.42857143,9.142857143,191,5
JeffersonAL,45429,658552,259634,7/11/20,1362,18,123.2442857,-19.42857143,-0.714285714,33.71865796,-21.71428571,-37.14285714,9.285714286,221,3
JeffersonAL,45429,658552,259634,7/12/20,1280,15,122.79,-20.28571429,-1.142857143,27.50433923,-21.85714286,-37.57142857,9.428571429,319,0
JeffersonAL,45429,658552,259634,7/13/20,1305,19,122.99,-21,-1.857142857,14.8405051,-22,-37.57142857,9.428571429,268,0
JeffersonAL,45429,658552,259634,7/14/20,1511,19,121.6957143,-22.71428571,-4.142857143,50.64692013,-22.85714286,-37.28571429,9.714285714,174,4
JeffersonAL,45429,658552,259634,7/15/20,1430,15,124.3657143,-23.14285714,-6.571428571,44.89721416,-22.42857143,-34.14285714,9.142857143,275,2
JeffersonAL,45429,658552,259634,7/16/20,1509,18,130.9314286,-19.57142857,-5.142857143,26.63414903,-19.85714286,-31.57142857,8.857142857,360,5
JeffersonAL,45429,658552,259634,7/17/20,1551,18,131.8557143,-19,-4.571428571,52.28720005,-19.42857143,-31,9,301,1
JeffersonAL,45429,658552,259634,7/18/20,1630,18,132.5342857,-18.85714286,-4.428571429,56.37907714,-19.42857143,-30.57142857,8.857142857,298,1
JeffersonAL,45429,658552,259634,7/19/20,1727,19,133.5014286,-18.14285714,-4,67.50300853,-19.42857143,-30.42857143,8.571428571,243,0
JeffersonAL,45429,658552,259634,7/20/20,1799,15,134.1171429,-17.85714286,-4.142857143,9.811799805,-19.42857143,-30.42857143,8.571428571,261,2
JeffersonAL,45429,658552,259634,7/21/20,1808,19,134.6057143,-17.71428571,-4.142857143,61.77153483,-19,-30.42857143,8.571428571,187,3
JeffersonAL,45429,658552,259634,7/22/20,1918,15,134.54,-17.71428571,-4.428571429,42.69931467,-19,-30.57142857,8.714285714,210,2
JeffersonAL,45429,658552,259634,7/23/20,1995,13,134.2357143,-17.71428571,-4.571428571,55.56283256,-18.71428571,-30.71428571,8.857142857,276,7
JeffersonAL,45429,658552,259634,7/24/20,1919,13,135.1557143,-17,-4.142857143,30.12742845,-19,-30.71428571,8.714285714,264,0
JeffersonAL,45429,658552,259634,7/25/20,1912,15,134.7928571,-17.42857143,-4.857142857,69.72646886,-19.85714286,-30.85714286,8.857142857,296,3
JeffersonAL,45429,658552,259634,7/26/20,1925,14,133.7928571,-18.28571429,-5.857142857,50.2274349,-20.71428571,-31,9.142857143,169,2
JeffersonAL,45429,658552,259634,7/27/20,1860,14,133.8171429,-18.42857143,-6,85.57317025,-21.28571429,-31,9,162,1
JeffersonAL,45429,658552,259634,7/28/20,1776,16,134.4871429,-18.42857143,-6.142857143,68.08885899,-21.42857143,-31,8.857142857,143,0
JeffersonAL,45429,658552,259634,7/29/20,1739,15,135.4642857,-18.42857143,-6.285714286,40.80417004,-21.14285714,-30.85714286,8.714285714,5,5
JeffersonAL,45429,658552,259634,7/30/20,1737,17,135.92,-18.42857143,-6.571428571,54.80124964,-21.57142857,-31.14285714,8.571428571,396,12
JeffersonAL,45429,658552,259634,7/31/20,1663,19,135.8585714,-18.42857143,-6.857142857,78.31870294,-21.42857143,-31.28571429,8.428571429,271,3
JeffersonAL,45429,658552,259634,8/1/20,1564,18,135.85,-18.14285714,-6.857142857,31.94649221,-21.14285714,-31.28571429,8.285714286,298,2
JeffersonAL,45429,658552,259634,8/2/20,1520,15,136.0514286,-17.71428571,-6.571428571,78.30195175,-20.57142857,-31,8.142857143,186,0
JeffersonAL,45429,658552,259634,8/3/20,1315,18,135.1214286,-18.14285714,-7.285714286,86.88489184,-20.85714286,-31.14285714,8.285714286,210,0
JeffersonAL,45429,658552,259634,8/4/20,1435,23,134.2314286,-18.28571429,-7.571428571,41.11011423,-21.57142857,-31.28571429,8.285714286,183,3
JeffersonAL,45429,658552,259634,8/5/20,1442,26,132.6871429,-18.28571429,-7.714285714,59.01737463,-22.28571429,-31.42857143,8.285714286,149,2
JeffersonAL,45429,658552,259634,8/6/20,1444,25,132.4028571,-17.71428571,-6.571428571,24.37978104,-21.57142857,-31.28571429,8.142857143,322,2
JeffersonAL,45429,658552,259634,8/7/20,1461,23,132.4957143,-17.42857143,-5.857142857,28.03990875,-21.42857143,-31.14285714,8.142857143,275,10
JeffersonAL,45429,658552,259634,8/8/20,1509,22,133.3028571,-16.57142857,-4.714285714,24.41993517,-21,-31,8,227,1
JeffersonAL,45429,658552,259634,8/9/20,1549,25,133.6942857,-16,-4,69.61179015,-21,-31,7.857142857,141,0
JeffersonAL,45429,658552,259634,8/10/20,1693,22,134.9014286,-15.42857143,-3,59.6094403,-20.28571429,-30.85714286,7.714285714,157,1
JeffersonAL,45429,658552,259634,8/11/20,1619,12,135.0542857,-15.42857143,-3,46.13088172,-19.71428571,-30.71428571,7.714285714,123,2
JeffersonAL,45429,658552,259634,8/12/20,1623,19,135.84,-15.42857143,-2.857142857,90.62457001,-19.28571429,-30.57142857,7.571428571,98,15
JeffersonAL,45429,658552,259634,8/13/20,1552,18,135.1571429,-15.85714286,-3.714285714,51.33883897,-19.85714286,-30.57142857,7.714285714,121,1
JeffersonAL,45429,658552,259634,8/14/20,1507,18,135.4785714,-16,-4.142857143,59.59584978,-19.57142857,-30.57142857,7.714285714,107,0
JeffersonAL,45429,658552,259634,8/15/20,1454,19,134.8871429,-16.85714286,-5,79.26319052,-19.71428571,-30.57142857,7.857142857,227,0
JeffersonAL,45429,658552,259634,8/16/20,1394,18,134.7771429,-17.42857143,-5.428571429,25.78796117,-19.42857143,-30.71428571,7.857142857,101,0
JeffersonAL,45429,658552,259634,8/17/20,1343,31,134.2771429,-17.85714286,-6,-5.208832471,-19.71428571,-30.71428571,7.857142857,72,0
JeffersonAL,45429,658552,259634,8/18/20,1142,30,134.1585714,-18.14285714,-6.142857143,42.45038576,-19.85714286,-30.85714286,7.857142857,146,2
JeffersonAL,45429,658552,259634,8/19/20,974,20,133.9357143,-18.42857143,-6.428571429,51.76460963,-20.42857143,-31,8,141,8
JeffersonAL,45429,658552,259634,8/20/20,974,19,134.9071429,-18.28571429,-6.428571429,64.63667679,-20.14285714,-31,8,116,4
JeffersonAL,45429,658552,259634,8/21/20,934,19,135.0314286,-18.28571429,-6.428571429,53.93403408,-19.85714286,-31.14285714,8,24,3
JeffersonAL,45429,658552,259634,8/22/20,849,18,134.9828571,-18.42857143,-6.571428571,24.58394179,-19.85714286,-31.14285714,7.714285714,136,6
JeffersonAL,45429,658552,259634,8/23/20,872,18,134.6585714,-18.57142857,-6.857142857,41.81828344,-20.28571429,-30.85714286,7.714285714,42,0
JeffersonAL,45429,658552,259634,8/24/20,915,11,134.5871429,-18.71428571,-7,27.55946385,-20.28571429,-30.71428571,7.714285714,100,1
JeffersonAL,45429,658552,259634,8/25/20,910,14,134.8285714,-18.85714286,-7.285714286,11.07741599,-20.42857143,-30.42857143,7.714285714,59,0
JeffersonAL,45429,658552,259634,8/26/20,827,17,135.8014286,-18.57142857,-7.428571429,27.86295098,-20.14285714,-30.28571429,7.571428571,407,0
JeffersonAL,45429,658552,259634,8/27/20,736,23,135.7628571,-18.71428571,-7.714285714,40.38396724,-20.85714286,-30.28571429,7.571428571,163,1
JeffersonAL,45429,658552,259634,8/28/20,677,23,135.7328571,-18.85714286,-8,21.02033651,-21.85714286,-30.14285714,7.571428571,157,0
JeffersonAL,45429,658552,259634,8/29/20,705,24,135.2942857,-19.14285714,-8.428571429,6.237127759,-22,-29.85714286,7.714285714,263,14
JeffersonAL,45429,658552,259634,8/30/20,618,22,134.4814286,-19.57142857,-9.142857143,41.27617586,-22.71428571,-30,7.857142857,145,0
JeffersonAL,45429,658552,259634,8/31/20,884,14,133.94,-19.57142857,-9.285714286,22.83345404,-23.28571429,-29.85714286,7.857142857,148,0
JeffersonAL,45429,658552,259634,9/1/20,931,11,132.8514286,-19.57142857,-9.571428571,7.625916346,-23.71428571,-29.71428571,7.857142857,253,0
